ShipmentID,Origin,Destination,Distance,Mode,Weather,Traffic,DepartureTime,Delay
S1186,Bangalore,Ahmedabad,260,Truck,Fog,High,16:50,92
S1187,Hyderabad,Bangalore,628,Rail,Storm,High,00:00,143
S1188,Delhi,Kolkata,311,Rail,Storm,High,21:57,210
S1189,Erode,Hyderabad,1384,Rail,Clear,Low,06:30,63
S1190,Erode,Chennai,170,Rail,Fog,Medium,17:36,75
S1191,Delhi,Mumbai,1486,Flight,Storm,Low,12:57,167
S1192,Hyderabad,Bangalore,184,Truck,Clear,Low,11:11,16
S1193,Pune,Mumbai,2274,Truck,Storm,Medium,03:45,144
S1194,Mumbai,Delhi,1850,Truck,Rain,High,09:52,119
S1195,Hyderabad,Mumbai,1448,Rail,Rain,Low,18:47,61
S1196,Bangalore,Erode,916,Flight,Rain,Medium,11:05,49
S1197,Ahmedabad,Erode,352,Truck,Fog,High,11:20,96
S1198,Delhi,Pune,1611,Truck,Rain,Low,10:48,78
S1199,Erode,Coimbatore,2211,Flight,Storm,Low,02:36,171
S1200,Delhi,Kolkata,146,Truck,Storm,Low,03:03,84
S1201,Kolkata,Delhi,146,Truck,Rain,Low,03:13,36
S1202,Erode,Mumbai,1685,Truck,Rain,High,08:57,135
S1203,Mumbai,Hyderabad,2230,Flight,Rain,Low,08:14,77
S1204,Delhi,Pune,1611,Truck,Storm,High,19:57,211
S1205,Mumbai,Coimbatore,2230,Truck,Rain,Medium,13:35,97
S1206,Bangalore,Erode,916,Flight,Clear,Medium,06:51,15
S1207,Pune,Kolkata,2211,Truck,Clear,Low,18:32,39
S1208,Coimbatore,Mumbai,354,Flight,Rain,High,16:19,123
S1209,Bangalore,Mumbai,2284,Rail,Storm,Low,13:54,154
S1210,Hyderabad,Delhi,331,Flight,Rain,Low,09:32,46
S1211,Kolkata,Ahmedabad,2085,Truck,Fog,High,05:33,103
S1212,Ahmedabad,Mumbai,570,Rail,Rain,High,13:57,98
S1213,Coimbatore,Pune,2398,Flight,Fog,High,09:08,181
S1214,Erode,Chennai,170,Rail,Fog,High,01:00,75
S1215,Pune,Erode,2243,Truck,Storm,Low,22:45,176
S1216,Erode,Pune,2244,Rail,Rain,Low,12:39,71
S1217,Delhi,Pune,1611,Truck,Clear,Low,02:17,29
S1218,Ahmedabad,Erode,853,Rail,Storm,Low,18:48,119
S1219,Pune,Mumbai,2361,Flight,Rain,Low,16:32,64
S1220,Coimbatore,Mumbai,1051,Rail,Rain,High,02:02,103
S1221,Ahmedabad,Kolkata,2175,Flight,Clear,High,00:46,89
S1222,Hyderabad,Erode,982,Truck,Storm,Low,18:45,135
S1223,Bangalore,Delhi,991,Rail,Storm,Low,09:29,133
S1224,Kolkata,Ahmedabad,2085,Truck,Rain,Low,10:55,88
S1225,Pune,Kolkata,2211,Truck,Fog,Medium,09:00,58
S1226,Erode,Mumbai,1874,Rail,Rain,High,02:09,149
S1227,Pune,Kolkata,1889,Flight,Fog,Low,10:36,62
S1228,Kolkata,Hyderabad,1374,Rail,Clear,Medium,23:03,65
S1229,Pune,Mumbai,2274,Truck,Storm,High,21:55,210
S1230,Chennai,Delhi,518,Rail,Clear,Low,12:32,6
S1231,Coimbatore,Ahmedabad,170,Rail,Fog,Medium,14:00,95
S1232,Kolkata,Chennai,837,Flight,Fog,Medium,22:28,72
S1233,Chennai,Pune,876,Rail,Storm,High,23:50,175
S1234,Coimbatore,Bangalore,2141,Rail,Storm,Low,16:13,185
S1235,Pune,Erode,2244,Rail,Fog,Medium,08:11,116
S1236,Chennai,Hyderabad,2383,Flight,Clear,Medium,22:31,42
S1237,Ahmedabad,Delhi,2744,Rail,Clear,Low,05:48,22
S1238,Hyderabad,Mumbai,1448,Rail,Fog,Low,19:28,59
S1239,Coimbatore,Delhi,2255,Flight,Storm,Medium,21:09,121
S1240,Mumbai,Pune,2361,Flight,Rain,Medium,10:25,86
S1241,Pune,Kolkata,2211,Truck,Storm,Medium,02:02,144
S1242,Coimbatore,Bangalore,2141,Rail,Storm,Low,07:10,187
S1243,Chennai,Hyderabad,2383,Flight,Fog,Medium,22:42,91
S1244,Pune,Chennai,1632,Flight,Rain,Medium,01:52,66
S1245,Delhi,Coimbatore,2014,Truck,Clear,High,14:05,93
S1246,Erode,Kolkata,159,Truck,Clear,Medium,16:20,30
S1247,Coimbatore,Kolkata,906,Rail,Clear,Low,11:12,20
S1248,Coimbatore,Kolkata,906,Rail,Fog,Low,21:58,51
S1249,Coimbatore,Chennai,1349,Rail,Clear,Medium,09:13,58
S1250,Kolkata,Mumbai,1803,Rail,Fog,High,20:32,142
S1251,Mumbai,Kolkata,1803,Rail,Storm,Medium,14:28,115
S1252,Pune,Ahmedabad,1673,Rail,Storm,Low,17:16,170
S1253,Kolkata,Mumbai,1803,Rail,Fog,High,10:53,148
S1254,Kolkata,Bangalore,169,Truck,Rain,Low,02:19,54
S1255,Pune,Delhi,955,Flight,Fog,Low,14:09,46
S1256,Pune,Ahmedabad,1676,Truck,Storm,Low,10:29,195
S1257,Kolkata,Bangalore,169,Truck,Fog,Medium,18:43,94
S1258,Pune,Kolkata,1889,Flight,Rain,High,09:51,93
S1259,Delhi,Pune,917,Rail,Clear,Medium,19:01,43
S1260,Hyderabad,Erode,1384,Rail,Rain,High,00:20,131
S1261,Kolkata,Ahmedabad,2175,Flight,Fog,High,20:31,116
S1262,Ahmedabad,Erode,372,Flight,Storm,Medium,03:16,113
S1263,Erode,Pune,2429,Flight,Fog,Medium,15:35,88
S1264,Coimbatore,Kolkata,906,Rail,Fog,Medium,00:31,84
S1265,Erode,Bangalore,891,Rail,Fog,Medium,11:34,90
S1266,Delhi,Pune,955,Flight,Fog,Medium,18:06,78
S1267,Ahmedabad,Delhi,471,Truck,Rain,Low,21:06,40
S1268,Hyderabad,Coimbatore,2437,Flight,Clear,High,16:50,95
S1269,Bangalore,Coimbatore,2335,Flight,Fog,Low,06:16,74
S1270,Ahmedabad,Erode,853,Rail,Storm,Low,19:13,97
S1271,Coimbatore,Chennai,1034,Flight,Clear,Low,11:47,49
S1272,Coimbatore,Kolkata,301,Truck,Rain,Low,03:44,33
S1273,Bangalore,Erode,2426,Truck,Rain,High,08:11,108
S1274,Delhi,Hyderabad,331,Flight,Clear,Medium,19:05,33
S1275,Delhi,Mumbai,2107,Rail,Storm,Low,04:05,153
S1276,Pune,Kolkata,880,Rail,Fog,Medium,00:34,89
S1277,Chennai,Bangalore,1730,Flight,Rain,Medium,11:10,69
S1278,Chennai,Bangalore,842,Truck,Fog,Low,07:47,42
S1279,Delhi,Kolkata,311,Rail,Clear,Low,04:27,17
S1280,Hyderabad,Coimbatore,2401,Rail,Fog,High,19:34,154
S1281,Ahmedabad,Hyderabad,1541,Rail,Clear,High,16:26,86
S1282,Mumbai,Bangalore,1832,Flight,Clear,Medium,04:54,57
S1283,Chennai,Bangalore,1730,Flight,Clear,High,13:31,134
S1284,Mumbai,Erode,1874,Rail,Clear,High,19:20,96
S1285,Coimbatore,Chennai,840,Truck,Rain,Low,15:27,44
S1286,Ahmedabad,Mumbai,2348,Truck,Storm,High,01:51,227
S1287,Ahmedabad,Hyderabad,530,Flight,Fog,Medium,07:40,51
S1288,Delhi,Coimbatore,2255,Flight,Clear,Low,21:56,48
S1289,Pune,Bangalore,2173,Truck,Rain,Medium,10:19,78
S1290,Pune,Hyderabad,809,Rail,Clear,Low,10:03,9
S1291,Mumbai,Coimbatore,2230,Truck,Fog,Medium,03:14,102
S1292,Kolkata,Bangalore,2247,Flight,Storm,High,21:16,208
S1293,Kolkata,Chennai,837,Flight,Storm,Medium,15:01,169
S1294,Delhi,Ahmedabad,924,Flight,Clear,Medium,17:34,25
S1295,Ahmedabad,Mumbai,1392,Flight,Fog,Low,19:00,70
S1296,Pune,Coimbatore,1424,Truck,Rain,Medium,21:35,59
S1297,Pune,Mumbai,2274,Truck,Clear,High,13:44,114
S1298,Delhi,Erode,1832,Truck,Clear,Medium,02:57,74
S1299,Chennai,Coimbatore,1034,Flight,Storm,Medium,15:52,188
S1300,Mumbai,Erode,1874,Rail,Fog,Medium,16:16,116
S1301,Kolkata,Delhi,311,Rail,Fog,High,03:38,123
S1302,Mumbai,Chennai,2065,Rail,Rain,High,17:28,149
S1303,Hyderabad,Coimbatore,2437,Flight,Rain,High,16:13,121
S1304,Hyderabad,Chennai,1230,Rail,Clear,Medium,00:10,43
S1305,Coimbatore,Erode,277,Truck,Storm,Low,07:32,106
S1306,Kolkata,Pune,2211,Truck,Clear,Medium,23:33,67
S1307,Chennai,Bangalore,2211,Rail,Fog,Medium,03:15,105
S1308,Hyderabad,Mumbai,169,Truck,Rain,Low,22:24,22
S1309,Coimbatore,Erode,277,Truck,Rain,Medium,13:15,43
S1310,Ahmedabad,Hyderabad,530,Flight,Clear,Low,15:14,1
S1311,Pune,Chennai,876,Rail,Storm,High,06:15,221
S1312,Bangalore,Mumbai,1832,Flight,Storm,Medium,19:44,190
S1313,Erode,Hyderabad,1384,Rail,Clear,Medium,01:02,53
S1314,Delhi,Pune,917,Rail,Storm,High,10:07,199
S1315,Delhi,Coimbatore,906,Rail,Fog,High,06:11,98
S1316,Erode,Mumbai,2190,Flight,Rain,Medium,11:37,87
S1317,Delhi,Bangalore,153,Truck,Storm,High,16:00,145
S1318,Ahmedabad,Pune,1670,Flight,Rain,Medium,17:14,86
S1319,Kolkata,Erode,159,Truck,Fog,Low,10:54,33
S1320,Pune,Bangalore,2173,Truck,Rain,High,20:04,137
S1321,Coimbatore,Ahmedabad,1910,Flight,Rain,Low,00:14,90
S1322,Mumbai,Hyderabad,2230,Flight,Rain,High,15:34,141
S1323,Chennai,Pune,876,Rail,Rain,Low,08:01,39
S1324,Mumbai,Hyderabad,169,Truck,Rain,High,17:42,106
S1325,Hyderabad,Chennai,2467,Truck,Fog,Low,18:07,56
S1326,Mumbai,Delhi,1850,Truck,Rain,Medium,23:48,99
S1327,Delhi,Hyderabad,331,Flight,Fog,High,11:04,102
S1328,Coimbatore,Pune,2398,Flight,Clear,High,03:04,119
S1329,Erode,Bangalore,916,Flight,Clear,Medium,18:05,32
S1330,Chennai,Ahmedabad,643,Flight,Fog,Low,03:15,56
S1331,Kolkata,Mumbai,1803,Rail,Rain,Medium,11:28,86
S1332,Coimbatore,Ahmedabad,1701,Truck,Storm,High,23:12,220
S1333,Kolkata,Coimbatore,906,Rail,Rain,High,09:42,84
S1334,Pune,Bangalore,1106,Rail,Fog,Low,07:19,96
S1335,Bangalore,Kolkata,2247,Flight,Fog,Low,10:16,88
S1336,Coimbatore,Mumbai,1051,Rail,Clear,Low,23:52,26
S1337,Coimbatore,Pune,2434,Rail,Clear,Medium,10:08,39
S1338,Coimbatore,Delhi,2255,Flight,Rain,Medium,09:38,89
S1339,Coimbatore,Pune,2398,Flight,Clear,Medium,04:33,68
S1340,Chennai,Ahmedabad,1228,Rail,Storm,Low,13:22,92
S1341,Pune,Hyderabad,809,Rail,Fog,Medium,02:29,79
S1342,Pune,Mumbai,2274,Truck,Rain,High,19:36,103
S1343,Ahmedabad,Delhi,924,Flight,Storm,Medium,15:55,99
S1344,Erode,Pune,2429,Flight,Storm,Medium,11:13,167
S1345,Delhi,Bangalore,153,Truck,Fog,High,21:56,93
S1346,Hyderabad,Kolkata,1374,Rail,Rain,Low,03:30,50
S1347,Kolkata,Bangalore,1033,Rail,Rain,Low,10:06,36
S1348,Pune,Kolkata,880,Rail,Rain,High,22:15,80
S1349,Mumbai,Coimbatore,354,Flight,Rain,High,23:20,89
S1350,Kolkata,Ahmedabad,492,Rail,Fog,High,21:39,68
S1351,Erode,Coimbatore,2211,Flight,Storm,Low,03:39,120
S1352,Kolkata,Hyderabad,559,Truck,Fog,Medium,13:52,68
S1353,Hyderabad,Chennai,2383,Flight,Rain,Medium,19:42,86
S1354,Hyderabad,Kolkata,559,Truck,Rain,Medium,13:29,68
S1355,Ahmedabad,Delhi,471,Truck,Fog,Medium,04:30,68
S1356,Pune,Coimbatore,2398,Flight,Rain,Low,02:12,80
S1357,Coimbatore,Bangalore,2341,Truck,Clear,High,01:27,97
S1358,Mumbai,Kolkata,1803,Rail,Rain,High,03:49,137
S1359,Kolkata,Pune,880,Rail,Clear,Medium,15:31,25
S1360,Chennai,Mumbai,2164,Truck,Clear,High,04:41,119
S1361,Pune,Chennai,876,Rail,Fog,Medium,19:14,45
S1362,Hyderabad,Pune,809,Rail,Storm,High,11:12,193
S1363,Mumbai,Kolkata,1912,Flight,Fog,High,09:56,120
S1364,Bangalore,Chennai,1730,Flight,Fog,Medium,20:32,65
S1365,Erode,Hyderabad,1384,Rail,Clear,High,08:02,75
S1366,Kolkata,Ahmedabad,492,Rail,Fog,Low,05:55,36
S1367,Kolkata,Hyderabad,559,Truck,Fog,Medium,12:50,57
S1368,Delhi,Coimbatore,906,Rail,Storm,Medium,10:57,156
S1369,Hyderabad,Ahmedabad,530,Flight,Fog,Medium,22:10,86
S1370,Coimbatore,Bangalore,2335,Flight,Rain,Low,19:02,55
S1371,Kolkata,Delhi,1166,Flight,Clear,Medium,01:44,60
S1372,Chennai,Hyderabad,1230,Rail,Fog,Medium,07:29,100
S1373,Kolkata,Mumbai,1803,Rail,Clear,Medium,12:28,63
S1374,Ahmedabad,Coimbatore,1701,Truck,Rain,Medium,03:10,99
S1375,Mumbai,Bangalore,1522,Truck,Rain,Low,04:06,66
S1376,Ahmedabad,Hyderabad,530,Flight,Rain,Low,21:52,25
S1377,Kolkata,Pune,1889,Flight,Fog,High,19:45,159
S1378,Kolkata,Coimbatore,2342,Flight,Storm,High,09:38,155
S1379,Pune,Erode,2429,Flight,Rain,High,15:59,78
S1380,Bangalore,Pune,2173,Truck,Clear,Medium,05:53,57
S1381,Pune,Delhi,1611,Truck,Clear,High,05:11,112
S1382,Ahmedabad,Mumbai,570,Rail,Storm,Low,22:54,141
S1383,Pune,Hyderabad,535,Truck,Fog,High,20:26,118
S1384,Kolkata,Hyderabad,1374,Rail,Fog,Low,19:07,104
S1385,Delhi,Chennai,518,Rail,Storm,Low,11:35,148
S1386,Ahmedabad,Coimbatore,1910,Flight,Fog,Low,22:12,103
S1387,Bangalore,Ahmedabad,1853,Flight,Rain,High,15:24,134
S1388,Bangalore,Chennai,2211,Rail,Fog,Low,13:46,77
S1389,Chennai,Kolkata,837,Flight,Rain,Medium,02:41,69
S1390,Chennai,Ahmedabad,1228,Rail,Rain,High,02:14,128
S1391,Chennai,Erode,1973,Flight,Clear,High,02:43,122
S1392,Coimbatore,Delhi,2014,Truck,Clear,Low,00:09,53
S1393,Delhi,Ahmedabad,2744,Rail,Rain,Low,00:55,54
S1394,Pune,Kolkata,880,Rail,Clear,Medium,14:05,23
S1395,Chennai,Ahmedabad,643,Flight,Clear,High,20:00,82
S1396,Delhi,Erode,1832,Truck,Rain,Low,01:04,43
S1397,Coimbatore,Hyderabad,2080,Truck,Storm,Medium,16:58,188
S1398,Pune,Erode,2429,Flight,Rain,Low,15:31,72
S1399,Delhi,Mumbai,1486,Flight,Fog,Medium,04:53,119
S1400,Coimbatore,Pune,2398,Flight,Storm,Medium,10:58,145
S1401,Hyderabad,Chennai,1230,Rail,Clear,High,10:17,91
S1402,Ahmedabad,Chennai,442,Truck,Fog,Low,21:18,39
S1403,Ahmedabad,Chennai,1228,Rail,Clear,Low,18:49,49
S1404,Chennai,Coimbatore,1349,Rail,Storm,Medium,11:06,210
S1405,Mumbai,Hyderabad,1448,Rail,Clear,Low,13:07,59
S1406,Ahmedabad,Coimbatore,1701,Truck,Fog,High,02:42,175
S1407,Coimbatore,Pune,1424,Truck,Fog,High,14:04,163
S1408,Coimbatore,Delhi,2014,Truck,Clear,High,04:51,112
S1409,Chennai,Pune,1685,Truck,Fog,Low,01:34,88
S1410,Erode,Pune,2244,Rail,Fog,Medium,02:35,121
S1411,Bangalore,Ahmedabad,260,Truck,Fog,Medium,21:43,97
S1412,Erode,Kolkata,596,Rail,Fog,Low,09:08,50
S1413,Delhi,Chennai,1643,Flight,Storm,Low,02:49,99
S1414,Coimbatore,Kolkata,906,Rail,Fog,High,07:15,82
S1415,Bangalore,Hyderabad,898,Flight,Storm,Medium,04:34,158
S1416,Ahmedabad,Erode,352,Truck,Fog,Low,04:02,35
S1417,Hyderabad,Bangalore,184,Truck,Fog,Medium,07:20,81
S1418,Mumbai,Bangalore,1522,Truck,Fog,Medium,17:44,130
S1419,Mumbai,Bangalore,1522,Truck,Storm,Medium,06:30,161
S1420,Coimbatore,Mumbai,354,Flight,Fog,High,01:37,97
S1421,Chennai,Erode,1973,Flight,Fog,Low,10:22,57
S1422,Bangalore,Delhi,929,Flight,Rain,Medium,14:54,61
S1423,Kolkata,Ahmedabad,2085,Truck,Rain,High,13:25,113
S1424,Mumbai,Pune,1883,Rail,Storm,Medium,03:28,181
S1425,Mumbai,Delhi,1850,Truck,Clear,High,02:22,85
S1426,Hyderabad,Erode,2372,Flight,Rain,Low,20:44,66
S1427,Coimbatore,Pune,1424,Truck,Fog,High,01:46,151
S1428,Ahmedabad,Kolkata,2085,Truck,Fog,Medium,06:01,108
S1429,Chennai,Kolkata,1927,Truck,Fog,Medium,18:46,68
S1430,Bangalore,Coimbatore,2341,Truck,Rain,Medium,12:35,49
S1431,Bangalore,Pune,1106,Rail,Storm,Low,18:36,156
S1432,Bangalore,Ahmedabad,1853,Flight,Fog,Low,09:10,64
S1433,Erode,Hyderabad,982,Truck,Clear,Medium,07:33,22
S1434,Mumbai,Chennai,2065,Rail,Clear,Medium,22:23,51
S1435,Bangalore,Mumbai,2284,Rail,Clear,High,06:09,130
S1436,Pune,Erode,2243,Truck,Storm,Low,16:28,75
S1437,Ahmedabad,Hyderabad,1541,Rail,Fog,Medium,22:25,112
S1438,Kolkata,Bangalore,169,Truck,Clear,High,05:52,90
S1439,Ahmedabad,Bangalore,1853,Flight,Storm,Low,16:58,118
S1440,Delhi,Kolkata,311,Rail,Clear,Low,06:57,3
S1441,Kolkata,Ahmedabad,492,Rail,Fog,High,13:34,85
S1442,Ahmedabad,Coimbatore,1910,Flight,Clear,Medium,05:36,68
S1443,Delhi,Mumbai,1850,Truck,Storm,Low,09:23,117
S1444,Kolkata,Mumbai,1803,Rail,Fog,Medium,12:18,87
S1445,Erode,Hyderabad,2372,Flight,Clear,High,04:16,87
S1446,Erode,Hyderabad,1384,Rail,Rain,Low,16:27,55
S1447,Coimbatore,Ahmedabad,1910,Flight,Clear,Low,07:43,27
S1448,Pune,Bangalore,1627,Flight,Rain,High,23:32,129
S1449,Chennai,Coimbatore,840,Truck,Fog,Medium,10:09,54
S1450,Mumbai,Hyderabad,2230,Flight,Storm,Low,01:09,180
S1451,Bangalore,Delhi,991,Rail,Rain,Low,14:26,29
S1452,Ahmedabad,Hyderabad,530,Flight,Clear,Medium,03:36,13
S1453,Coimbatore,Hyderabad,2401,Rail,Rain,Medium,12:48,101
S1454,Ahmedabad,Chennai,643,Flight,Clear,Low,00:55,10
S1455,Delhi,Erode,809,Rail,Rain,Medium,02:32,69
S1456,Pune,Coimbatore,2398,Flight,Clear,High,21:23,116
S1457,Pune,Kolkata,880,Rail,Storm,Medium,13:11,112
S1458,Delhi,Erode,809,Rail,Rain,Medium,22:08,58
S1459,Delhi,Chennai,1643,Flight,Fog,Medium,07:58,94
S1460,Hyderabad,Ahmedabad,1106,Truck,Clear,Medium,04:40,84
S1461,Ahmedabad,Chennai,442,Truck,Rain,High,10:28,109
S1462,Mumbai,Chennai,1886,Flight,Storm,High,09:33,241
S1463,Coimbatore,Kolkata,301,Truck,Storm,Low,21:31,95
S1464,Hyderabad,Ahmedabad,1106,Truck,Rain,High,22:14,164
S1465,Ahmedabad,Coimbatore,1910,Flight,Clear,High,20:12,73
S1466,Delhi,Coimbatore,2014,Truck,Storm,Medium,10:29,219
S1467,Kolkata,Hyderabad,2089,Flight,Storm,Medium,20:21,150
S1468,Erode,Kolkata,1350,Flight,Fog,Medium,22:39,84
S1469,Coimbatore,Bangalore,2335,Flight,Clear,High,21:27,101
S1470,Erode,Chennai,1920,Truck,Rain,Medium,00:41,92
S1471,Mumbai,Pune,2274,Truck,Storm,Medium,08:52,96
S1472,Bangalore,Hyderabad,184,Truck,Fog,Medium,22:22,89
S1473,Coimbatore,Delhi,2014,Truck,Fog,High,12:09,159
S1474,Ahmedabad,Delhi,471,Truck,Fog,Medium,09:12,83
S1475,Hyderabad,Coimbatore,2437,Flight,Fog,Low,18:15,66
S1476,Bangalore,Erode,891,Rail,Storm,Low,21:14,72
S1477,Hyderabad,Kolkata,559,Truck,Storm,Medium,15:50,126
S1478,Chennai,Pune,1685,Truck,Fog,Low,21:37,77
S1479,Hyderabad,Kolkata,2089,Flight,Rain,High,06:48,147
S1480,Hyderabad,Delhi,1274,Rail,Fog,High,16:28,184
S1481,Pune,Delhi,917,Rail,Clear,Low,07:04,14
S1482,Chennai,Bangalore,2211,Rail,Rain,Medium,16:37,68
S1483,Hyderabad,Mumbai,1448,Rail,Rain,High,06:10,128
S1484,Pune,Bangalore,2173,Truck,Storm,Medium,02:49,138
S1485,Delhi,Hyderabad,1274,Rail,Clear,High,09:10,100
S1486,Pune,Mumbai,1883,Rail,Fog,Low,23:14,58
S1487,Delhi,Mumbai,2107,Rail,Fog,Medium,20:44,118
S1488,Bangalore,Coimbatore,2335,Flight,Rain,Medium,00:05,71
S1489,Ahmedabad,Delhi,924,Flight,Fog,Low,13:06,34
S1490,Ahmedabad,Kolkata,492,Rail,Storm,High,10:40,184
S1491,Bangalore,Ahmedabad,336,Rail,Fog,Medium,13:20,61
S1492,Kolkata,Erode,596,Rail,Rain,Low,18:06,32
S1493,Coimbatore,Mumbai,1051,Rail,Clear,Medium,09:17,53
S1494,Pune,Hyderabad,535,Truck,Clear,Low,02:37,17
S1495,Kolkata,Pune,880,Rail,Storm,Medium,22:33,130
S1496,Bangalore,Pune,2173,Truck,Fog,Low,02:15,58
S1497,Ahmedabad,Pune,1670,Flight,Storm,Medium,20:53,147
S1498,Chennai,Ahmedabad,442,Truck,Fog,Low,02:09,44
S1499,Kolkata,Hyderabad,559,Truck,Rain,Medium,16:04,32
S1500,Ahmedabad,Mumbai,1392,Flight,Clear,High,16:03,131
S1501,Hyderabad,Delhi,2403,Truck,Storm,Medium,05:05,168
S1502,Chennai,Erode,1973,Flight,Storm,High,14:09,167
S1503,Pune,Chennai,1632,Flight,Rain,High,04:59,90
S1504,Erode,Delhi,1666,Flight,Fog,High,12:21,155
S1505,Kolkata,Ahmedabad,492,Rail,Rain,Medium,18:28,46
S1506,Chennai,Delhi,1643,Flight,Rain,Low,22:56,62
S1507,Hyderabad,Pune,1781,Flight,Rain,High,10:49,102
S1508,Hyderabad,Pune,809,Rail,Storm,Medium,21:54,94
S1509,Delhi,Kolkata,311,Rail,Fog,Medium,02:35,78
S1510,Delhi,Pune,917,Rail,Rain,Low,21:59,29
S1511,Coimbatore,Hyderabad,2080,Truck,Fog,High,14:12,143
S1512,Coimbatore,Ahmedabad,170,Rail,Fog,Medium,21:41,87
S1513,Coimbatore,Delhi,2014,Truck,Fog,Low,16:59,63
S1514,Kolkata,Erode,1350,Flight,Fog,High,18:29,154
S1515,Mumbai,Erode,2190,Flight,Clear,High,17:57,105
S1516,Pune,Delhi,917,Rail,Fog,High,15:22,99
S1517,Hyderabad,Pune,1781,Flight,Storm,Medium,23:50,214
S1518,Coimbatore,Ahmedabad,1701,Truck,Fog,Low,04:51,62
S1519,Coimbatore,Hyderabad,2080,Truck,Storm,Low,07:35,114
S1520,Bangalore,Coimbatore,2341,Truck,Rain,High,12:11,122
S1521,Erode,Pune,2429,Flight,Clear,High,02:37,121
S1522,Bangalore,Delhi,991,Rail,Rain,Low,02:29,36
S1523,Ahmedabad,Erode,372,Flight,Storm,High,13:27,147
S1524,Mumbai,Delhi,1486,Flight,Rain,Low,15:07,65
S1525,Kolkata,Delhi,311,Rail,Clear,Low,09:49,0
S1526,Erode,Coimbatore,1684,Rail,Storm,High,19:15,203
S1527,Bangalore,Mumbai,1832,Flight,Fog,Low,09:42,65
S1528,Chennai,Pune,1685,Truck,Fog,High,13:31,144
S1529,Kolkata,Coimbatore,906,Rail,Fog,Low,11:03,56
S1530,Bangalore,Ahmedabad,260,Truck,Rain,Low,15:17,47
S1531,Delhi,Hyderabad,1274,Rail,Clear,Medium,21:00,46
S1532,Mumbai,Chennai,1886,Flight,Clear,Medium,15:47,33
S1533,Bangalore,Ahmedabad,1853,Flight,Rain,Low,13:21,87
S1534,Kolkata,Bangalore,169,Truck,Fog,Medium,13:32,51
S1535,Delhi,Erode,1832,Truck,Fog,High,13:53,118
S1536,Mumbai,Erode,1874,Rail,Rain,Low,00:58,55
S1537,Pune,Coimbatore,2398,Flight,Rain,Medium,12:48,96
S1538,Mumbai,Bangalore,2284,Rail,Rain,High,02:28,143
S1539,Mumbai,Chennai,2065,Rail,Rain,High,06:31,112
S1540,Kolkata,Hyderabad,2089,Flight,Rain,Low,20:20,79
S1541,Coimbatore,Erode,2211,Flight,Rain,Low,00:10,60
S1542,Coimbatore,Chennai,840,Truck,Storm,High,23:46,128
S1543,Delhi,Pune,917,Rail,Storm,High,01:55,168
S1544,Erode,Bangalore,916,Flight,Rain,Medium,23:32,68
S1545,Kolkata,Pune,1889,Flight,Storm,Medium,13:09,173
S1546,Chennai,Pune,1685,Truck,Fog,Medium,00:53,129
S1547,Coimbatore,Kolkata,2342,Flight,Storm,Low,18:52,163
S1548,Ahmedabad,Hyderabad,530,Flight,Clear,Medium,07:40,23
S1549,Delhi,Coimbatore,906,Rail,Storm,Low,02:23,68
S1550,Chennai,Hyderabad,2383,Flight,Fog,Low,19:03,60
S1551,Chennai,Coimbatore,840,Truck,Rain,Medium,10:21,30
S1552,Pune,Ahmedabad,1676,Truck,Rain,Low,20:30,49
S1553,Kolkata,Ahmedabad,492,Rail,Clear,Low,18:25,8
S1554,Coimbatore,Mumbai,354,Flight,Fog,High,19:57,133
S1555,Bangalore,Delhi,929,Flight,Rain,High,22:02,90
S1556,Delhi,Erode,1832,Truck,Rain,Low,18:51,74
S1557,Chennai,Delhi,2107,Truck,Rain,Low,03:17,58
S1558,Mumbai,Delhi,1850,Truck,Rain,Medium,14:30,82
S1559,Hyderabad,Delhi,2403,Truck,Fog,Low,16:37,58
S1560,Hyderabad,Kolkata,1374,Rail,Storm,Medium,17:35,170
S1561,Erode,Ahmedabad,352,Truck,Clear,Medium,09:00,39
S1562,Delhi,Erode,1666,Flight,Fog,Low,20:00,104
S1563,Erode,Coimbatore,1684,Rail,Fog,High,08:54,164
S1564,Delhi,Hyderabad,2403,Truck,Fog,Low,22:33,55
S1565,Coimbatore,Kolkata,2342,Flight,Clear,Medium,17:01,65
S1566,Pune,Mumbai,2361,Flight,Fog,Medium,20:42,125
S1567,Chennai,Bangalore,1730,Flight,Clear,Medium,05:33,58
S1568,Coimbatore,Kolkata,906,Rail,Rain,Medium,21:01,28
S1569,Chennai,Kolkata,1927,Truck,Storm,Low,03:56,185
S1570,Mumbai,Chennai,2065,Rail,Clear,Medium,22:18,35
S1571,Chennai,Kolkata,837,Flight,Fog,High,00:55,130
S1572,Hyderabad,Coimbatore,2437,Flight,Fog,Medium,03:55,85
S1573,Chennai,Pune,1632,Flight,Clear,High,01:42,85
S1574,Ahmedabad,Hyderabad,530,Flight,Storm,High,06:18,159
S1575,Chennai,Hyderabad,2383,Flight,Storm,Medium,14:55,223
S1576,Erode,Delhi,1832,Truck,Storm,Medium,03:21,128
S1577,Delhi,Pune,917,Rail,Storm,Medium,22:54,113
S1578,Ahmedabad,Bangalore,336,Rail,Clear,Low,23:54,8
S1579,Hyderabad,Delhi,331,Flight,Clear,Low,18:41,9
S1580,Hyderabad,Chennai,2383,Flight,Rain,Low,10:59,62
